State,Crop,Season,Rainfall,Area,Production,Yield
Rajasthan,Maize,Kharif,722.6,745.3,3680.2,4.94
Bihar,Soybean,Kharif,914.7,1387.1,3188.6,2.3
Telangana,Wheat,Rabi,615.5,4468.3,27032.9,6.05
Nagaland,Rice,Kharif,935.8,4546.2,20397.1,4.49
Odisha,Potato,Rabi,788.6,3092.8,71885.1,23.24
Madhya Pradesh,Cotton,Kharif,603.5,127.0,349.2,2.75
Maharashtra,Rice,Kharif,1097.2,4032.7,18156.3,4.5
Mizoram,Potato,Rabi,517.4,2045.4,64324.2,31.45
Chhattisgarh,Rice,Kharif,1455.4,4383.7,21643.1,4.94
Madhya Pradesh,Maize,Kharif,725.3,909.5,4307.0,4.74
Haryana,Maize,Kharif,705.5,1615.9,7998.8,4.95
Madhya Pradesh,Potato,Rabi,782.0,107.7,3042.3,28.26
Uttarakhand,Groundnut,Kharif,787.0,4021.7,10521.8,2.62
Bihar,Wheat,Rabi,482.3,2793.0,13119.2,4.7
Mizoram,Rice,Kharif,1263.8,3265.9,16833.1,5.15
Jharkhand,Wheat,Rabi,760.8,2560.6,13032.5,5.09
Odisha,Soybean,Kharif,646.3,3730.8,6515.3,1.75
Goa,Maize,Kharif,767.0,157.4,629.7,4.0
Kerala,Maize,Kharif,724.4,4059.3,16726.5,4.12
Tripura,Groundnut,Kharif,826.7,1998.2,4014.7,2.01
Karnataka,Wheat,Rabi,591.4,2992.4,15059.9,5.03
Kerala,Wheat,Rabi,584.5,2938.4,15809.1,5.38
Himachal Pradesh,Groundnut,Kharif,627.5,3557.4,9039.0,2.54
Andhra Pradesh,Mustard,Rabi,412.4,2209.6,3435.9,1.56
Bihar,Sugarcane,Kharif,1679.1,1769.0,149392.4,84.45
Uttarakhand,Rice,Kharif,991.1,2702.3,14391.2,5.33
Meghalaya,Cotton,Kharif,790.1,765.4,2314.6,3.02
Uttar Pradesh,Soybean,Kharif,970.3,2037.6,3668.8,1.8
Goa,Sugarcane,Kharif,1018.2,3054.4,311270.7,101.91
West Bengal,Barley,Rabi,595.2,4809.6,12740.0,2.65
Punjab,Rice,Kharif,1247.0,2813.2,14289.8,5.08
Arunachal Pradesh,Soybean,Kharif,698.8,1845.3,4103.7,2.22
Arunachal Pradesh,Maize,Kharif,588.6,4170.4,16568.9,3.97
Bihar,Maize,Kharif,582.6,4998.6,21012.5,4.2
Madhya Pradesh,Wheat,Rabi,621.1,3141.2,17282.5,5.5
Chhattisgarh,Groundnut,Kharif,658.1,2430.2,5626.7,2.32
Bihar,Soybean,Kharif,691.1,2713.6,6152.1,2.27
Kerala,Soybean,Kharif,652.3,711.6,1463.9,2.06
Mizoram,Mustard,Rabi,382.7,2468.7,4633.6,1.88
Goa,Groundnut,Kharif,650.1,1095.8,2554.2,2.33
Telangana,Groundnut,Kharif,654.6,4341.3,11442.4,2.64
Maharashtra,Wheat,Rabi,605.2,2997.9,16743.3,5.59
Gujarat,Maize,Kharif,600.2,4250.1,15829.7,3.72
Haryana,Maize,Kharif,655.9,250.9,1055.3,4.21
Manipur,Groundnut,Kharif,507.6,3493.4,7164.1,2.05
Jharkhand,Sugarcane,Kharif,1094.6,1465.9,149466.6,101.96
Telangana,Barley,Rabi,538.0,3201.2,11476.3,3.58
Manipur,Sugarcane,Kharif,706.2,4127.4,366608.1,88.82
Himachal Pradesh,Rice,Kharif,1661.3,480.5,2429.4,5.06
Bihar,Soybean,Kharif,722.5,3197.2,6666.3,2.09
Madhya Pradesh,Wheat,Rabi,452.1,653.4,2656.3,4.07
Arunachal Pradesh,Potato,Rabi,496.9,811.5,23253.9,28.66
Uttar Pradesh,Mustard,Rabi,388.6,4653.2,7672.7,1.65
Tamil Nadu,Soybean,Kharif,728.6,1207.5,2506.4,2.08
Himachal Pradesh,Sugarcane,Kharif,737.0,1020.4,80528.6,78.92
Tamil Nadu,Groundnut,Kharif,846.8,4125.0,8777.5,2.13
Sikkim,Cotton,Kharif,818.5,1585.7,4513.9,2.85
Manipur,Soybean,Kharif,825.3,4592.3,9084.2,1.98
Haryana,Wheat,Rabi,590.5,2072.0,10124.8,4.89
Tripura,Rice,Kharif,1360.0,1453.2,7285.9,5.01
Goa,Rice,Kharif,956.4,599.3,2942.3,4.91
Andhra Pradesh,Maize,Kharif,782.5,2901.9,14364.2,4.95
Nagaland,Maize,Kharif,716.9,537.5,2660.7,4.95
Uttar Pradesh,Groundnut,Kharif,697.5,3200.3,7764.8,2.43
Telangana,Groundnut,Kharif,501.7,4833.6,9037.7,1.87
Kerala,Rice,Kharif,1508.5,1417.9,8578.6,6.05
Punjab,Maize,Kharif,817.2,1987.1,9836.1,4.95
Himachal Pradesh,Maize,Kharif,728.8,1906.7,7781.5,4.08
Kerala,Barley,Rabi,315.7,4266.7,13592.4,3.19
Meghalaya,Barley,Rabi,497.2,4412.8,14851.4,3.37
Andhra Pradesh,Cotton,Kharif,838.9,3293.0,9626.3,2.92
Nagaland,Maize,Kharif,657.8,2036.1,9087.1,4.46
Haryana,Soybean,Kharif,679.7,384.7,819.1,2.13
Sikkim,Soybean,Kharif,806.3,4193.9,8377.6,2.0
Maharashtra,Sugarcane,Kharif,1702.2,254.0,23307.3,91.77
Assam,Soybean,Kharif,812.4,148.6,334.8,2.25
Karnataka,Barley,Rabi,589.0,3892.6,10835.8,2.78
Manipur,Rice,Kharif,1369.2,715.2,4326.9,6.05
Rajasthan,Potato,Rabi,708.1,186.0,5587.5,30.04
Rajasthan,Barley,Rabi,531.9,1805.7,5813.7,3.22
Kerala,Sugarcane,Kharif,1411.1,3923.8,409735.6,104.42
Haryana,Soybean,Kharif,660.9,3579.7,7617.2,2.13
Arunachal Pradesh,Wheat,Rabi,619.4,4793.2,27521.4,5.74
Himachal Pradesh,Groundnut,Kharif,814.1,2768.0,7104.2,2.57
Manipur,Soybean,Kharif,746.3,3149.8,6276.7,1.99
Jharkhand,Maize,Kharif,573.5,3216.2,13734.0,4.27
Manipur,Rice,Kharif,1210.7,4461.7,26243.0,5.88
Himachal Pradesh,Wheat,Rabi,691.5,2536.8,14313.2,5.64
Himachal Pradesh,Mustard,Rabi,340.3,2553.0,4260.2,1.67
Rajasthan,Sugarcane,Kharif,1383.0,3828.2,397891.3,103.94
Maharashtra,Potato,Rabi,472.1,2458.5,68560.7,27.89
Madhya Pradesh,Rice,Kharif,1023.3,2683.4,14689.8,5.47
West Bengal,Soybean,Kharif,643.6,4769.8,8503.4,1.78
Tripura,Sugarcane,Kharif,1180.7,458.1,44329.0,96.77
Sikkim,Wheat,Rabi,793.4,3810.8,16024.8,4.21
Madhya Pradesh,Potato,Rabi,590.8,1312.0,41416.9,31.57
Andhra Pradesh,Groundnut,Kharif,812.5,3055.0,7916.1,2.59
Chhattisgarh,Potato,Rabi,713.8,2804.8,76891.5,27.41
Karnataka,Sugarcane,Kharif,944.3,567.5,49239.8,86.77
Chhattisgarh,Barley,Rabi,420.8,102.2,393.4,3.85
Bihar,Barley,Rabi,346.1,2612.3,9096.5,3.48
Gujarat,Rice,Kharif,1471.9,259.8,1285.3,4.95
Assam,Rice,Kharif,1299.9,2136.5,11403.4,5.34
Andhra Pradesh,Wheat,Rabi,765.8,4874.4,24130.2,4.95
Tamil Nadu,Potato,Rabi,735.9,1202.0,35007.8,29.13
Bihar,Sugarcane,Kharif,1491.1,2194.8,201339.2,91.74
Kerala,Potato,Rabi,735.9,4244.7,107896.1,25.42
Chhattisgarh,Sugarcane,Kharif,1539.4,4455.5,432782.7,97.13
Nagaland,Cotton,Kharif,602.2,260.8,686.8,2.63
Maharashtra,Barley,Rabi,409.3,4409.5,13831.8,3.14
Andhra Pradesh,Maize,Kharif,547.5,4141.5,17004.1,4.11
Arunachal Pradesh,Barley,Rabi,439.0,1521.1,4884.3,3.21
Madhya Pradesh,Sugarcane,Kharif,1131.0,400.5,39694.8,99.11
Goa,Sugarcane,Kharif,1495.4,1097.5,94827.5,86.4
Rajasthan,Cotton,Kharif,615.2,3735.3,9330.4,2.5
Chhattisgarh,Groundnut,Kharif,743.9,4108.3,10821.2,2.63
Meghalaya,Maize,Kharif,590.8,3339.0,13713.5,4.11
Uttarakhand,Groundnut,Kharif,717.8,919.9,2315.2,2.52
Himachal Pradesh,Rice,Kharif,1757.0,1553.1,6461.2,4.16
Tripura,Sugarcane,Kharif,1316.1,3571.6,352597.4,98.72
Odisha,Cotton,Kharif,986.2,581.4,1369.3,2.36
Goa,Rice,Kharif,1009.8,4267.3,18551.9,4.35
Tripura,Rice,Kharif,927.8,3359.2,13428.0,4.0
Rajasthan,Maize,Kharif,559.4,3388.2,14009.4,4.13
Madhya Pradesh,Groundnut,Kharif,719.7,1997.5,4910.8,2.46
Bihar,Wheat,Rabi,455.6,709.5,3104.1,4.38
Maharashtra,Potato,Rabi,646.4,2555.3,82198.4,32.17
Goa,Barley,Rabi,460.3,2205.0,7625.2,3.46
Chhattisgarh,Soybean,Kharif,647.4,4063.1,8584.0,2.11
Bihar,Groundnut,Kharif,626.6,2557.4,6592.9,2.58
Haryana,Groundnut,Kharif,625.1,897.8,2316.7,2.58
Andhra Pradesh,Rice,Kharif,917.8,1038.0,4624.3,4.46
Kerala,Rice,Kharif,1741.5,1310.9,6026.9,4.6
Andhra Pradesh,Wheat,Rabi,601.5,1729.0,10086.3,5.83
Arunachal Pradesh,Groundnut,Kharif,877.8,1075.1,2357.4,2.19
Odisha,Soybean,Kharif,840.4,1693.7,4098.9,2.42
Jharkhand,Barley,Rabi,594.1,4856.3,11787.7,2.43
Chhattisgarh,Barley,Rabi,521.4,2171.4,7550.3,3.48
Uttarakhand,Rice,Kharif,1257.9,1415.8,7258.3,5.13
West Bengal,Mustard,Rabi,497.0,3057.8,5768.0,1.89
Gujarat,Soybean,Kharif,627.3,551.3,966.1,1.75
Arunachal Pradesh,Sugarcane,Kharif,716.6,1329.4,124170.6,93.41
Jharkhand,Barley,Rabi,512.0,3028.6,10153.5,3.35
Bihar,Rice,Kharif,1005.4,3100.1,14392.6,4.64
Uttarakhand,Soybean,Kharif,975.6,1930.4,3117.4,1.61
Madhya Pradesh,Rice,Kharif,913.9,1340.2,6327.3,4.72
Bihar,Maize,Kharif,978.8,3395.1,12202.6,3.59
Meghalaya,Soybean,Kharif,640.8,2224.6,3694.4,1.66
Assam,Cotton,Kharif,874.2,2228.6,6635.1,2.98
Himachal Pradesh,Potato,Rabi,798.5,2779.7,63415.7,22.81
Himachal Pradesh,Potato,Rabi,680.3,345.1,9503.9,27.54
Punjab,Rice,Kharif,1093.0,1313.0,6402.8,4.88
Haryana,Wheat,Rabi,706.5,4762.3,25187.0,5.29
Jharkhand,Wheat,Rabi,731.8,4670.3,25509.4,5.46
Madhya Pradesh,Mustard,Rabi,360.1,2655.1,4571.5,1.72
Odisha,Potato,Rabi,571.0,4018.6,113676.6,28.29
Gujarat,Rice,Kharif,1678.7,4381.2,23226.4,5.3
Uttarakhand,Soybean,Kharif,771.0,3281.7,7328.5,2.23
Chhattisgarh,Wheat,Rabi,738.7,1575.1,7390.8,4.69
Gujarat,Soybean,Kharif,611.3,1477.1,2391.1,1.62
Assam,Soybean,Kharif,862.1,445.4,891.9,2.0
Jharkhand,Sugarcane,Kharif,1521.5,4149.8,395307.6,95.26
Odisha,Maize,Kharif,902.9,2811.6,10179.0,3.62
Tripura,Sugarcane,Kharif,1516.8,4375.9,363318.6,83.03
Madhya Pradesh,Groundnut,Kharif,586.4,1930.2,4834.5,2.5
Uttar Pradesh,Groundnut,Kharif,592.7,4527.4,10380.9,2.29
Goa,Maize,Kharif,914.4,4433.4,18000.3,4.06
Kerala,Groundnut,Kharif,684.7,164.9,404.3,2.45
Himachal Pradesh,Sugarcane,Kharif,1152.2,2205.1,218560.2,99.12
Tamil Nadu,Mustard,Rabi,558.9,3968.2,5858.3,1.48
Sikkim,Soybean,Kharif,633.4,616.2,972.2,1.58
Bihar,Wheat,Rabi,631.7,1302.2,7148.2,5.49
Tamil Nadu,Soybean,Kharif,707.0,4932.6,9940.4,2.02
Himachal Pradesh,Rice,Kharif,1286.0,3512.5,20069.2,5.71
Manipur,Potato,Rabi,468.7,3194.0,89412.2,27.99
Meghalaya,Rice,Kharif,1346.1,2251.6,13605.5,6.04
Telangana,Potato,Rabi,604.9,3887.6,107565.6,27.67
Gujarat,Sugarcane,Kharif,1554.1,4300.8,404679.7,94.09
Uttarakhand,Maize,Kharif,780.3,148.9,671.9,4.51
West Bengal,Barley,Rabi,460.7,4124.8,15857.9,3.84
Meghalaya,Barley,Rabi,445.5,998.9,3336.6,3.34
Arunachal Pradesh,Barley,Rabi,564.8,470.9,1474.8,3.13
Tripura,Mustard,Rabi,304.7,3741.1,4829.4,1.29
Manipur,Cotton,Kharif,824.2,1939.8,5092.2,2.63
Madhya Pradesh,Soybean,Kharif,773.4,1178.5,2763.9,2.35
Sikkim,Mustard,Rabi,320.6,2374.8,3493.0,1.47
Punjab,Potato,Rabi,540.0,4227.4,139504.0,33.0
Himachal Pradesh,Wheat,Rabi,720.5,425.7,2187.6,5.14
Haryana,Barley,Rabi,475.1,2638.2,9947.5,3.77
Mizoram,Maize,Kharif,835.6,3737.0,17048.3,4.56
Gujarat,Barley,Rabi,404.1,3066.5,10088.0,3.29
Rajasthan,Potato,Rabi,755.7,3198.7,84915.4,26.55
Jharkhand,Potato,Rabi,566.0,1008.3,32420.0,32.15
Madhya Pradesh,Wheat,Rabi,598.7,2584.6,14975.6,5.79
Manipur,Rice,Kharif,1426.2,4796.6,22849.2,4.76
Mizoram,Soybean,Kharif,813.3,3766.3,8109.8,2.15
Andhra Pradesh,Sugarcane,Kharif,1464.1,3343.6,279916.1,83.72
Manipur,Cotton,Kharif,730.8,3954.9,13051.1,3.3
Uttar Pradesh,Sugarcane,Kharif,1522.6,1393.6,115586.8,82.94
Rajasthan,Maize,Kharif,912.2,4304.8,17443.1,4.05
Meghalaya,Soybean,Kharif,771.6,2238.5,4761.8,2.13
Madhya Pradesh,Soybean,Kharif,637.7,4082.3,8003.4,1.96
Goa,Cotton,Kharif,951.5,128.0,365.8,2.86
Uttarakhand,Maize,Kharif,785.6,1658.7,7250.5,4.37
Assam,Cotton,Kharif,945.9,493.1,1366.8,2.77
Rajasthan,Maize,Kharif,507.9,4591.4,14790.2,3.22
Mizoram,Cotton,Kharif,519.5,3160.6,8557.5,2.71
Rajasthan,Potato,Rabi,556.2,3227.8,89822.7,27.83
Odisha,Wheat,Rabi,697.6,4648.1,24164.4,5.2
Maharashtra,Wheat,Rabi,569.7,1137.0,5955.0,5.24
Odisha,Sugarcane,Kharif,1779.2,3006.5,256847.3,85.43
Karnataka,Wheat,Rabi,576.9,639.3,3822.0,5.98
Karnataka,Sugarcane,Kharif,1394.8,442.0,37148.0,84.04
Sikkim,Maize,Kharif,873.9,2127.8,9708.3,4.56
Haryana,Soybean,Kharif,782.1,193.8,438.9,2.26
Meghalaya,Rice,Kharif,1448.7,4207.0,24139.8,5.74
Sikkim,Cotton,Kharif,980.5,853.1,1938.8,2.27
Chhattisgarh,Rice,Kharif,1149.3,2957.6,16980.0,5.74
Haryana,Mustard,Rabi,478.2,1306.8,2455.0,1.88
Maharashtra,Groundnut,Kharif,700.6,3448.9,9484.5,2.75
Uttarakhand,Sugarcane,Kharif,1580.1,1159.5,112355.5,96.9
Mizoram,Groundnut,Kharif,747.6,3902.0,10551.5,2.7
Maharashtra,Cotton,Kharif,673.8,4470.3,13408.9,3.0
Odisha,Wheat,Rabi,474.9,1223.9,5163.1,4.22
Punjab,Wheat,Rabi,544.0,4868.1,22861.2,4.7
Tripura,Mustard,Rabi,334.3,862.3,1165.6,1.35
Karnataka,Mustard,Rabi,365.9,1833.1,2651.1,1.45
Madhya Pradesh,Cotton,Kharif,605.3,819.9,2487.1,3.03
Goa,Mustard,Rabi,346.5,2860.7,3851.9,1.35
Chhattisgarh,Soybean,Kharif,912.2,1627.3,3114.1,1.91
Kerala,Groundnut,Kharif,532.9,379.2,809.4,2.13
Telangana,Wheat,Rabi,610.5,2914.0,16672.1,5.72
Odisha,Mustard,Rabi,499.3,4708.1,7952.1,1.69
Uttar Pradesh,Sugarcane,Kharif,1238.3,2513.6,254057.2,101.07
Kerala,Soybean,Kharif,935.3,1708.3,3181.7,1.86
Bihar,Barley,Rabi,454.2,4460.4,17172.7,3.85
Mizoram,Sugarcane,Kharif,1261.2,2073.6,211786.7,102.13
West Bengal,Groundnut,Kharif,872.9,1469.1,3230.1,2.2
Goa,Mustard,Rabi,355.6,4146.0,6258.2,1.51
Sikkim,Soybean,Kharif,988.0,800.7,1397.3,1.75
Maharashtra,Maize,Kharif,969.4,2908.8,12379.4,4.26
Chhattisgarh,Cotton,Kharif,836.4,1169.2,3097.1,2.65
Uttar Pradesh,Cotton,Kharif,624.8,3776.3,10154.7,2.69
Sikkim,Cotton,Kharif,729.2,559.5,1665.1,2.98
Uttar Pradesh,Mustard,Rabi,576.2,1266.9,1641.8,1.3
Uttarakhand,Groundnut,Kharif,502.6,3542.2,7303.0,2.06
Tamil Nadu,Wheat,Rabi,716.1,1941.4,10131.3,5.22
Maharashtra,Wheat,Rabi,509.7,1101.8,4885.1,4.43
Tamil Nadu,Rice,Kharif,1359.5,2556.3,14452.8,5.65
Tamil Nadu,Cotton,Kharif,639.2,4649.1,14667.2,3.15
Manipur,Rice,Kharif,1616.4,2381.8,12619.3,5.3
Madhya Pradesh,Barley,Rabi,482.5,950.1,3028.1,3.19
Andhra Pradesh,Mustard,Rabi,360.0,1132.8,1752.1,1.55
Uttar Pradesh,Sugarcane,Kharif,1322.4,1997.9,208778.5,104.5
Nagaland,Soybean,Kharif,607.7,1248.7,2434.4,1.95
Karnataka,Mustard,Rabi,309.0,3372.6,5425.6,1.61
Odisha,Groundnut,Kharif,606.2,4255.7,10014.2,2.35
Tamil Nadu,Sugarcane,Kharif,1673.3,1459.6,135002.8,92.49
Karnataka,Cotton,Kharif,981.7,3151.2,6979.1,2.21
Maharashtra,Maize,Kharif,655.9,486.8,2085.7,4.28
Uttarakhand,Rice,Kharif,980.1,4701.1,25002.2,5.32
Nagaland,Cotton,Kharif,599.2,1275.9,3207.4,2.51
Telangana,Mustard,Rabi,402.4,1437.9,2504.8,1.74
Odisha,Maize,Kharif,647.1,4713.5,18816.5,3.99
Mizoram,Maize,Kharif,606.2,4434.5,18406.1,4.15
Punjab,Groundnut,Kharif,618.0,624.6,1363.7,2.18
Sikkim,Barley,Rabi,518.9,4130.2,15501.8,3.75
Rajasthan,Rice,Kharif,1005.2,4754.5,24040.6,5.06
Maharashtra,Cotton,Kharif,866.9,1840.1,5139.7,2.79
Karnataka,Groundnut,Kharif,763.5,4122.8,11337.7,2.75
Sikkim,Mustard,Rabi,497.1,153.0,282.6,1.85
Tamil Nadu,Sugarcane,Kharif,808.6,1871.6,140078.6,74.85
Uttarakhand,Soybean,Kharif,685.9,259.0,488.8,1.89
Karnataka,Groundnut,Kharif,569.0,1552.2,3589.0,2.31
Sikkim,Potato,Rabi,717.4,807.1,19628.0,24.32
Punjab,Barley,Rabi,507.6,1210.0,4113.4,3.4
Manipur,Rice,Kharif,1127.6,4121.4,22329.6,5.42
Goa,Maize,Kharif,675.4,4048.0,17044.8,4.21
Mizoram,Soybean,Kharif,683.6,4220.5,7257.2,1.72
Maharashtra,Mustard,Rabi,542.5,1984.6,3236.4,1.63
Mizoram,Sugarcane,Kharif,924.7,2161.7,168693.3,78.04
Arunachal Pradesh,Potato,Rabi,774.8,1323.9,32641.1,24.66
Uttarakhand,Wheat,Rabi,789.9,2146.6,9762.9,4.55
Tamil Nadu,Maize,Kharif,886.8,3497.3,13105.4,3.75
Assam,Maize,Kharif,615.7,4506.4,19460.0,4.32
Nagaland,Rice,Kharif,1299.7,2705.1,15120.4,5.59
Maharashtra,Sugarcane,Kharif,777.1,4153.8,336826.0,81.09
Bihar,Potato,Rabi,467.3,2829.5,83788.2,29.61
Sikkim,Mustard,Rabi,450.7,3186.1,6085.2,1.91
Assam,Potato,Rabi,525.9,3926.7,103413.5,26.34
Gujarat,Wheat,Rabi,738.6,4238.9,19426.2,4.58
Maharashtra,Cotton,Kharif,884.1,2225.5,6397.6,2.87
Manipur,Mustard,Rabi,464.2,4433.3,7501.4,1.69
Assam,Potato,Rabi,402.6,4832.2,133789.2,27.69
Bihar,Rice,Kharif,1555.5,4739.1,24480.6,5.17
Punjab,Soybean,Kharif,913.3,4952.6,9575.4,1.93
Assam,Barley,Rabi,481.1,4698.8,16616.9,3.54
Tamil Nadu,Potato,Rabi,649.1,1605.4,44709.3,27.85
Tamil Nadu,Barley,Rabi,348.1,4500.0,13506.8,3.0
Tripura,Potato,Rabi,536.2,356.7,11129.1,31.2
Assam,Cotton,Kharif,667.8,4746.4,12650.5,2.67
Gujarat,Groundnut,Kharif,605.8,1460.8,3219.5,2.2
Tripura,Potato,Rabi,770.8,4304.0,103198.8,23.98
Uttarakhand,Potato,Rabi,778.7,1637.2,44577.8,27.23
Manipur,Potato,Rabi,635.3,1448.7,42136.8,29.09
Uttarakhand,Mustard,Rabi,571.3,2794.4,4181.4,1.5
Haryana,Rice,Kharif,1099.6,540.6,2619.6,4.85
Bihar,Soybean,Kharif,735.0,509.3,1178.3,2.31
Meghalaya,Potato,Rabi,665.1,2473.5,80140.7,32.4
Manipur,Cotton,Kharif,580.7,4046.6,11250.0,2.78
Uttarakhand,Groundnut,Kharif,561.6,2101.4,4156.0,1.98
Meghalaya,Wheat,Rabi,469.8,2020.4,7957.1,3.94
Tamil Nadu,Wheat,Rabi,517.7,4488.9,23666.8,5.27
Bihar,Barley,Rabi,369.0,1278.6,4042.3,3.16
Manipur,Barley,Rabi,342.3,501.9,1587.0,3.16
Bihar,Wheat,Rabi,460.5,2572.6,12130.6,4.72
Bihar,Maize,Kharif,584.5,3225.7,12637.5,3.92
Rajasthan,Wheat,Rabi,602.0,3132.0,17538.2,5.6
Telangana,Rice,Kharif,1350.6,1466.8,8337.9,5.68
Karnataka,Groundnut,Kharif,539.8,2665.6,5751.5,2.16
Kerala,Rice,Kharif,1700.9,3850.3,20178.2,5.24
Arunachal Pradesh,Potato,Rabi,746.2,717.2,17115.3,23.86
Haryana,Wheat,Rabi,685.8,3011.8,17859.7,5.93
Arunachal Pradesh,Rice,Kharif,1514.3,2202.4,11634.1,5.28
Goa,Barley,Rabi,305.5,3339.6,9307.2,2.79
Sikkim,Potato,Rabi,500.4,1140.4,33876.7,29.71
Tripura,Cotton,Kharif,850.7,719.3,1793.4,2.49
Uttar Pradesh,Barley,Rabi,486.8,4225.9,16212.3,3.84
Gujarat,Wheat,Rabi,599.2,3352.7,18336.0,5.47
Maharashtra,Wheat,Rabi,467.6,2926.7,14400.8,4.92
Gujarat,Mustard,Rabi,408.8,838.4,1509.1,1.8
Goa,Cotton,Kharif,995.7,3945.4,9954.8,2.52
Bihar,Mustard,Rabi,537.7,1549.5,2682.1,1.73
Madhya Pradesh,Sugarcane,Kharif,1428.0,3008.0,289989.8,96.41
Maharashtra,Soybean,Kharif,873.9,4628.8,10802.3,2.33
Sikkim,Wheat,Rabi,561.4,3260.0,18921.9,5.8
Uttarakhand,Rice,Kharif,912.3,551.3,2283.2,4.14
Haryana,Cotton,Kharif,782.9,516.8,1555.2,3.01
Tripura,Soybean,Kharif,866.5,2452.2,5769.7,2.35
Kerala,Groundnut,Kharif,532.4,4886.3,10667.7,2.18
Karnataka,Soybean,Kharif,949.4,1702.0,3725.5,2.19
Manipur,Rice,Kharif,1262.4,3442.7,19679.2,5.72
Meghalaya,Maize,Kharif,682.3,2905.9,13349.9,4.59
Punjab,Barley,Rabi,541.2,4974.0,15755.7,3.17
Uttarakhand,Barley,Rabi,385.4,1061.6,3587.7,3.38
Punjab,Mustard,Rabi,589.0,2444.6,3250.7,1.33
Karnataka,Barley,Rabi,325.8,2767.3,7400.3,2.67
Maharashtra,Potato,Rabi,518.3,2663.7,83608.0,31.39
Odisha,Soybean,Kharif,700.9,4068.6,8167.2,2.01
Uttarakhand,Cotton,Kharif,865.1,3240.7,8955.0,2.76
Bihar,Barley,Rabi,510.1,2695.6,9750.9,3.62
Rajasthan,Mustard,Rabi,577.2,4182.7,6953.4,1.66
Sikkim,Barley,Rabi,590.0,1605.5,4756.0,2.96
West Bengal,Soybean,Kharif,820.2,1658.1,3936.7,2.37
Karnataka,Barley,Rabi,413.4,893.4,2762.1,3.09
West Bengal,Rice,Kharif,995.7,4711.1,19220.0,4.08
Madhya Pradesh,Mustard,Rabi,595.7,2341.5,3088.3,1.32
Uttar Pradesh,Soybean,Kharif,782.2,3679.4,8216.9,2.23
Mizoram,Wheat,Rabi,519.2,644.9,3021.2,4.68
Uttarakhand,Cotton,Kharif,648.7,3410.5,8586.1,2.52
Bihar,Rice,Kharif,1458.0,670.7,3749.4,5.59
Telangana,Maize,Kharif,647.7,3424.1,14811.9,4.33
Maharashtra,Barley,Rabi,418.9,2220.6,7299.0,3.29
Bihar,Sugarcane,Kharif,788.7,3800.2,353518.1,93.03
Gujarat,Barley,Rabi,548.5,4160.4,12544.5,3.02
Nagaland,Potato,Rabi,510.8,709.3,22363.4,31.53
Uttar Pradesh,Potato,Rabi,788.4,2945.2,68999.9,23.43
Chhattisgarh,Barley,Rabi,568.5,3951.0,10110.3,2.56
Uttarakhand,Groundnut,Kharif,893.0,747.7,1314.7,1.76
Manipur,Wheat,Rabi,675.4,367.4,1961.3,5.34
Assam,Groundnut,Kharif,861.0,337.0,690.0,2.05
Uttar Pradesh,Cotton,Kharif,599.7,2567.4,6351.8,2.47
Telangana,Soybean,Kharif,687.3,171.4,358.2,2.09
Uttarakhand,Groundnut,Kharif,742.0,3165.7,7010.3,2.21
Himachal Pradesh,Potato,Rabi,473.9,2664.7,67943.3,25.5
Jharkhand,Groundnut,Kharif,649.5,160.5,411.7,2.57
Assam,Maize,Kharif,871.1,4288.5,16402.2,3.82
Odisha,Maize,Kharif,691.4,812.1,4014.3,4.94
Bihar,Maize,Kharif,531.0,4402.4,15665.5,3.56
West Bengal,Sugarcane,Kharif,753.6,315.9,24607.6,77.89
Himachal Pradesh,Soybean,Kharif,816.5,478.2,1073.7,2.25
Kerala,Barley,Rabi,338.1,2641.0,7528.0,2.85
Himachal Pradesh,Cotton,Kharif,679.1,798.5,2635.1,3.3
Madhya Pradesh,Wheat,Rabi,685.3,371.5,1834.6,4.94
Telangana,Barley,Rabi,424.6,582.3,1745.1,3.0
Assam,Potato,Rabi,639.7,1645.3,51105.6,31.06
Madhya Pradesh,Sugarcane,Kharif,806.7,2780.0,220770.3,79.42
Nagaland,Wheat,Rabi,669.7,4234.4,24265.9,5.73
Gujarat,Sugarcane,Kharif,1456.0,3190.5,327713.1,102.71
Karnataka,Groundnut,Kharif,744.9,1054.4,2410.5,2.29
Kerala,Groundnut,Kharif,609.1,433.1,1092.8,2.52
Mizoram,Sugarcane,Kharif,1461.3,2137.5,172729.8,80.81
Meghalaya,Soybean,Kharif,761.1,751.7,1603.3,2.13
Kerala,Groundnut,Kharif,879.7,4544.5,10598.0,2.33
Tripura,Barley,Rabi,362.5,2150.1,6647.6,3.09
Madhya Pradesh,Wheat,Rabi,651.5,2411.5,12717.0,5.27
Tamil Nadu,Wheat,Rabi,474.2,312.2,1561.5,5.0
Uttarakhand,Soybean,Kharif,732.2,2120.8,4585.0,2.16
Rajasthan,Potato,Rabi,605.3,4568.6,119786.2,26.22
West Bengal,Rice,Kharif,1524.6,1663.3,8032.5,4.83
Himachal Pradesh,Soybean,Kharif,963.2,612.9,1049.5,1.71
Assam,Groundnut,Kharif,729.5,251.6,550.1,2.19
Mizoram,Cotton,Kharif,703.7,210.6,628.6,2.99
West Bengal,Wheat,Rabi,761.7,4069.8,19960.2,4.9
